t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20070430133736000_1_S31134_I52241.nii.gzConfidences: 20.79,  1.50, 77.71
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_5166_MR_Axial_T2-FSE_with_Fat_Sat__br_raw_20130821170642061_40_S198776_I386810.nii.gzConfidences:  8.12, 85.12,  6.76
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_072_S_2093_MR_MPRAGE_br_raw_20101008113901264_124_S93143_I195820.nii.gzConfidences: 90.56,  4.08,  5.36
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0273_MR_Axial_PD_T2_FSE__br_20060314125748278_1_S12166_I11938.nii.gzConfidences:  0.37,  0.00, 99.63
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_0029_MR_MPRAGE_br_raw_20060525142050231_63_S14925_I16031.nii.gzConfidences: 91.86,  4.99,  3.15
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4194_MR_MPRAGE_br_raw_20121005122635304_54_S169783_I338321.nii.gzConfidences: 92.16,  2.75,  5.09
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_0606_MR_Axial_PD_T2_FSE__br_raw_20080731122255753_1_S54551_I114942.nii.gzConfidences:  2.57,  0.19, 97.24
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0273_MR_Axial_PD_T2_FSE__br_raw_20080402103716534_83_S47804_I100102.nii.gzConfidences:  0.36,  0.00, 99.64
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_1227_MR_Axial_PD_T2_FSE__br_raw_20070212165059309_1_S26397_I39560.nii.gzConfidences: 13.19,  1.37, 85.44
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0669_MR_Axial_PD_T2_FSE__br_raw_20070827114325887_1_S38409_I70346.nii.gzConfidences:  0.90,  0.00, 99.10
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_099_S_0534_MR_MPRAGE_br_raw_20061130083633171_98_S23143_I30899.nii.gzConfidences: 92.08,  4.57,  3.36
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_007_S_0128_MR_Axial_PD_T2_FSE__br_raw_20070216001752401_1_S26560_I40475.nii.gzConfidences: 12.71,  0.81, 86.48
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0753_MR_Axial_PD_T2_FSE__br_raw_20070913144053312_9_S39233_I72989.nii.gzConfidences:  0.92,  0.00, 99.08
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_009_S_5252_MR_MPRAGE_br_raw_20130718171333134_8_S195586_I381382.nii.gzConfidences: 55.72, 43.43,  0.85
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_072_S_2093_MR_MPRAGE_br_raw_20121011134038614_156_S170472_I339529.nii.gzConfidences: 68.15, 30.25,  1.61
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_073_S_4552_MR_MPRAGE_br_raw_20130423135748598_4_S187757_I368465.nii.gzConfidences: 55.23, 43.69,  1.08
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_129_S_4371_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20131126135541926_33_S206827_I399643.nii.gzConfidences:  5.95, 87.51,  6.54
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20080115141226375_1_S44565_I87422.nii.gzConfidences: 19.46,  1.49, 79.05
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0919_MR_Axial_PD_T2_FSE__br_raw_20091103155056453_1_S75834_I158221.nii.gzConfidences:  6.70,  0.06, 93.24
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4468_MR_MPRAGE_br_raw_20120511115332960_135_S150039_I303042.nii.gzConfidences: 68.12, 24.25,  7.63
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_2245_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140113193641814_11_S210110_I404626.nii.gzConfidences: 10.01, 75.45, 14.53
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_068_S_2187_MR_MPRAGE_br_raw_20150501101706491_29_S257096_I488922.nii.gzConfidences: 61.32, 36.57,  2.11
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_036_S_0672_MR_MPRAGE_br_raw_20080811183542864_1_S55246_I115896.nii.gzConfidences: 67.01, 30.65,  2.33
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_013_S_4268_MR_MPRAGE_br_raw_20120606143107171_50_S152994_I308386.nii.gzConfidences: 90.93,  4.50,  4.57
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0919_MR_Axial_PD_T2_FSE__br_raw_20111115163034902_81_S129519_I266778.nii.gzConfidences:  3.85,  0.02, 96.13
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_0954_MR_Axial_PD_T2_FSE__br_raw_20061011164601307_1_S19977_I26137.nii.gzConfidences: 24.79,  4.09, 71.13
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_016_S_0769_MR_MPRAGE_br_raw_20070911101517448_154_S17720_I20362.nii.gzConfidences: 92.23,  4.75,  3.02
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_5132_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130725175823755_33_S196527_I382580.nii.gzConfidences:  4.62, 91.46,  3.93
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_4385_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140423172401337_9_S216934_I421499.nii.gzConfidences: 14.87, 52.08, 33.05
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_5166_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20151012113731834_39_S272130_I509458.nii.gzConfidences: 21.71, 36.24, 42.04
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0669_MR_Axial_PD_T2_FSE__br_raw_20080820151124232_1_S55586_I116483.nii.gzConfidences:  0.74,  0.00, 99.26
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_073_S_0652_MR_MPRAGE_br_raw_20061128112810164_98_S22998_I30649.nii.gzConfidences: 83.66, 10.47,  5.87
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1015_MR_Axial__STRAIGHT__PD_T2_FSE_br_raw_20070525113556053_1_S32638_I55204.nii.gzConfidences:  9.04,  0.06, 90.90
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_031_S_0351_MR_FSE_PD_T2__br_raw_20061003115123359_1_S13462_I13785.nii.gzConfidences:  0.82,  0.00, 99.18
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4194_MR_MPRAGE_br_raw_20130909132441859_46_S199919_I388691.nii.gzConfidences: 89.48,  5.91,  4.61
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_2304_MR_MPRAGE_br_raw_20110914114539755_156_S122008_I255956.nii.gzConfidences: 59.86, 38.53,  1.61
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_1253_MR_MPRAGE_br_raw_20070918083354698_98_S39391_I73477.nii.gzConfidences: 81.12, 15.56,  3.32
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0621_MR_Axial_PD_T2_FSE__br_raw_20090622123356531_1_S69083_I146579.nii.gzConfidences:  6.40,  0.14, 93.46
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_098_S_0269_MR_Axial_PD_T2_FSE__br_raw_20060305150202859_95_S11963_I11614.nii.gzConfidences:  3.90,  0.01, 96.08
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_1041_MR_Axial_PD_T2_FSE__br_raw_20061110084011866_63_S22289_I29237.nii.gzConfidences:  0.61,  0.00, 99.39
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_003_S_0908_MR_MPRAGE_br_raw_20070522102630180_101_S32516_I54988.nii.gzConfidences: 83.15, 12.74,  4.11
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0285_MR_Axial_PD_T2_FSE__br_raw_20080721121935451_21_S53675_I113592.nii.gzConfidences: 13.28,  0.04, 86.68
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0621_MR_Axial_PD_T2_FSE__br_raw_20070709085808750_1_S34520_I58750.nii.gzConfidences:  9.35,  0.41, 90.24
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_116_S_4625_MR_MPRAGE_br_raw_20121019145744642_4_S171482_I341366.nii.gzConfidences: 62.86, 35.60,  1.54
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_037_S_4381_MR_MPRAGE_br_raw_20160603155035966_77_S455200_I723965.nii.gzConfidences: 86.73, 10.81,  2.46
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0994_MR_Axial_PD_T2_FSE__br_raw_20101210121633472_37_S96244_I208148.nii.gzConfidences:  1.86,  0.01, 98.13
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0669_MR_Axial_PD_T2_FSE__br_raw_20060721145033592_1_S17102_I19421.nii.gzConfidences:  0.33,  0.00, 99.67
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_0729_MR_Axial_PD_T2_FSE__br_raw_20090813233640373_1_S72359_I153066.nii.gzConfidences: 14.45,  1.59, 83.95
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_037_S_4146_MR_MPRAGE_br_raw_20130923155524474_39_S201819_I391537.nii.gzConfidences: 56.66, 42.48,  0.86
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_035_S_4114_MR_MPRAGE_br_raw_20140723160420144_61_S224652_I435006.nii.gzConfidences: 71.82, 27.06,  1.11
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_1382_MR_Axial_PD_T2_FSE__br_raw_20070317113330531_1_S28260_I45059.nii.gzConfidences: 10.17,  0.11, 89.72
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_1288_MR_MPRAGE_br_raw_20100313093708625_78_S81078_I167858.nii.gzConfidences: 92.24,  1.90,  5.86
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0231_MR_Axial_PD_T2_FSE__br_raw_20070920100518863_35_S39501_I73824.nii.gzConfidences:  0.89,  0.00, 99.10
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_012_S_4094_MR_MPRAGE_br_raw_20130722105656502_1_S195955_I381845.nii.gzConfidences: 57.06, 39.82,  3.11
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_037_S_4028_MR_MPRAGE_br_raw_20110425125155063_168_S105075_I228854.nii.gzConfidences: 70.28, 26.96,  2.76
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_012_S_4642_MR_MPRAGE_br_raw_20120411102800059_1_S146874_I296878.nii.gzConfidences: 81.37, 12.34,  6.29
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0273_MR_Axial_PD_T2_FSE__br_raw_20090407130720625_55_S65680_I140700.nii.gzConfidences:  0.22,  0.00, 99.78
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_014_S_0357_MR_Axial_PD_T2_FSE__br_raw_20060405163858626_1_S12822_I12961.nii.gzConfidences: 14.86,  1.93, 83.21
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_072_S_2093_MR_MPRAGE_br_raw_20111024100345807_42_S126075_I262039.nii.gzConfidences: 72.11, 26.16,  1.73
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_131_S_0691_MR_Axial_PD_T2_FSE__br_raw_20060816165956271_1_S17945_I20679.nii.gzConfidences:  4.31,  0.01, 95.67
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_051_S_1072_MR_MPRAGE_br_raw_20100205105213277_98_S79788_I165842.nii.gzConfidences: 88.75,  4.29,  6.96
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_010_S_0422_MR_MPRAGE_br_raw_20061130151217604_50_S23186_I31015.nii.gzConfidences: 95.54,  1.67,  2.79
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_041_S_4989_MR_MPRAGE_br_raw_20130430084007911_76_S180126_I354970.nii.gzConfidences: 49.36, 48.95,  1.68
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_2234_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20141209125119559_29_S242656_I460887.nii.gzConfidences:  8.10, 85.65,  6.25
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1397_MR_Axial_STRAIGHT_PD_T2_FSE_br_raw_20071120143343588_1_S42907_I82870.nii.gzConfidences: 15.99,  0.98, 83.03
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_4891_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140813162533031_22_S227482_I439285.nii.gzConfidences:  6.19, 85.30,  8.51
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_002_S_2073_MR_MPRAGE_br_raw_20100908060239351_35_S91784_I192256.nii.gzConfidences: 84.83, 11.51,  3.66
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_4945_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130419125154531_21_S187395_I367931.nii.gzConfidences:  4.07, 90.16,  5.77
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_5169_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130828093517727_42_S199501_I387850.nii.gzConfidences:  8.25, 72.14, 19.61
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0989_MR_Axial_PD_T2_FSE__br_raw_20110118122846496_91_S97707_I212870.nii.gzConfidences:  7.15,  0.24, 92.61
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_0729_MR_Axial_PD_T2_FSE__br_raw_20070905153805180_1_S38906_I71847.nii.gzConfidences: 13.26,  1.16, 85.58
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0507_MR_Axial_PD_T2_FSE__br_raw_20090521121231843_1_S67535_I144311.nii.gzConfidences: 13.86,  0.49, 85.65
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_0729_MR_Axial_PD_T2_FSE__br_raw_20100722173740049_17_S89462_I186072.nii.gzConfidences: 13.85,  1.35, 84.81
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0956_MR_Axial_PD_T2_FSE__br_raw_20061022182816688_1_S20666_I27031.nii.gzConfidences:  8.35,  0.02, 91.63
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_5194_MR_Axial_T2-FSE_with_Fat_Sat__br_raw_20130909102851094_8_S199761_I388233.nii.gzConfidences:  6.94, 88.30,  4.76
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_014_S_4079_MR_MPRAGE_br_raw_20110922132000457_26_S123018_I257454.nii.gzConfidences: 50.50, 48.21,  1.29
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0285_MR_Axial_PD_T2_FSE__br_raw_20100416163114669_95_S83435_I171250.nii.gzConfidences: 23.43,  0.44, 76.13
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_035_S_4114_MR_MPRAGE_br_raw_20160826112041595_1_S494136_I769854.nii.gzConfidences: 71.07, 27.87,  1.06
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0511_MR_Axial_PD_T2_FSE__br_raw_20080609133218242_1_S51222_I108827.nii.gzConfidences: 12.67,  0.19, 87.13
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_4966_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130425130202748_24_S187983_I368770.nii.gzConfidences: 10.83, 71.69, 17.47
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_2233_MR_MPRAGE_br_raw_20110309143414480_37_S101331_I223352.nii.gzConfidences: 77.04, 17.00,  5.96
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0989_MR_Axial_PD_T2_FSE__br_raw_20070608144229218_1_S33299_I56497.nii.gzConfidences:  6.20,  0.14, 93.66
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_013_S_2324_MR_MPRAGE_br_raw_20110328152402908_29_S102467_I225055.nii.gzConfidences: 87.26,  5.64,  7.10
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_2234_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20160225132653587_7_S383418_I640958.nii.gzConfidences:  7.93, 86.54,  5.52
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1027_MR_Axial__STRAIGHT__PD_T2_FSE_br_raw_20070515142121580_1_S32271_I54465.nii.gzConfidences: 26.10,  0.41, 73.48
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_011_S_0856_MR_MPRAGE_br_raw_20060919123059643_1_S19031_I24603.nii.gzConfidences: 89.29,  7.63,  3.08
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_133_S_0727_MR_Axial_PD_T2_FSE__br_raw_20080312151859200_1_S46931_I96968.nii.gzConfidences: 15.05,  0.60, 84.35
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_0843_MR_Axial_PD_T2_FSE__br_raw_20060914163004070_1_S18906_I24403.nii.gzConfidences:  7.23,  0.08, 92.69
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_1073_MR_Axial_PD_T2_FSE__br_raw_20100114163531511_5_S78482_I163763.nii.gzConfidences: 12.86,  0.95, 86.19
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_1427_MR_Axial_PD_T2_FSE__br_raw_20080905102023852_1_S56225_I117509.nii.gzConfidences: 17.21,  0.49, 82.30
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_2233_MR_MPRAGE_br_raw_20110614152433605_74_S111463_I240050.nii.gzConfidences: 80.85, 13.83,  5.32
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0289_MR_Axial_PD_T2_FSE__br_raw_20061006133414430_47_S19820_I25897.nii.gzConfidences:  7.04,  0.03, 92.93
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_012_S_0689_MR_MPRAGE_br_raw_20070727165355187_67_S36501_I62543.nii.gzConfidences: 89.87,  7.73,  2.40
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_035_S_4114_MR_MPRAGE_br_raw_20130222145703347_81_S166722_I332637.nii.gzConfidences: 60.60, 38.56,  0.84
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_013_S_2389_MR_MPRAGE_br_raw_20120224115824165_138_S141701_I286423.nii.gzConfidences: 73.84, 21.78,  4.39
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_5118_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130616165730121_25_S192439_I376711.nii.gzConfidences:  5.42, 89.55,  5.03
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0449_MR_Axial_PD_T2_FSE__br_raw_20060601171830905_1_S15122_I16350.nii.gzConfidences: 15.15,  0.84, 84.02
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_5110_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140429151542425_15_S217320_I422905.nii.gzConfidences: 12.29, 65.37, 22.34
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_1227_MR_Axial_PD_T2_FSE__br_raw_20080930153046332_1_S56835_I118610.nii.gzConfidences: 12.49,  0.99, 86.52
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_4926_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20121218195441741_8_S178050_I352110.nii.gzConfidences:  7.94, 78.98, 13.08
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_2201_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20150203145438798_33_S247412_I471764.nii.gzConfidences:  5.33, 86.49,  8.18
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_1044_MR_Axial_PD_T2_FSE__br_raw_20070611161144984_1_S33447_I56738.nii.gzConfidences:  0.73,  0.01, 99.27
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0919_MR_Axial_PD_T2_FSE__br_raw_20080603120709562_1_S50925_I108195.nii.gzConfidences:  7.83,  0.08, 92.09
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_116_S_0834_MR_FSE_PD_T2__br_raw_20080424153525958_1_S49264_I103909.nii.gzConfidences:  0.92,  0.00, 99.08
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_003_S_4441_MR_Axial_T2-FSE_WITH_Fat_Sat__br_raw_20130416165547862_12_S187152_I367513.nii.gzConfidences:  4.16, 85.75, 10.09
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0621_MR_Axial_PD_T2_FSE__br_raw_20060613091657703_1_S15439_I16861.nii.gzConfidences:  5.89,  0.16, 93.95
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_4945_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140117153442500_32_S210329_I404956.nii.gzConfidences:  4.19, 91.27,  4.53
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_016_S_4591_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20140416104957446_19_S216285_I420234.nii.gzConfidences:  1.08, 98.28,  0.64
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0733_MR_Axial_PD_T2_FSE__br_raw_20070814103741301_1_S37299_I67583.nii.gzConfidences: 13.99,  0.32, 85.69
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_019_S_5019_MR_MPRAGE_br_raw_20140221185900261_9_S213190_I415207.nii.gzConfidences: 73.63, 23.48,  2.88
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_4858_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20141029171746007_4_S235260_I450312.nii.gzConfidences:  5.94, 72.98, 21.08
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_0954_MR_Axial_PD_T2_FSE__br_raw_20070503232224389_1_S31732_I53468.nii.gzConfidences: 26.38,  2.50, 71.13
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0753_MR_Axial_PD_T2_FSE__br_raw_20070315134159981_93_S28161_I44823.nii.gzConfidences:  1.25,  0.00, 98.75
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_035_S_4114_MR_MPRAGE_br_raw_20150827144457854_125_S270234_I507147.nii.gzConfidences: 87.13, 10.94,  1.94
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_5028_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130605155414403_2_S191371_I375191.nii.gzConfidences:  4.21, 92.18,  3.61
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0919_MR_Axial_PD_T2_FSE__br_raw_20071025144457796_27_S41933_I78537.nii.gzConfidences:  4.05,  0.02, 95.92
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_1279_MR_Axial_PD_T2_FSE__br_raw_20080904153816034_1_S56207_I117468.nii.gzConfidences: 17.60,  1.12, 81.28
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_4585_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140618171821660_13_S222593_I431558.nii.gzConfidences: 11.92, 45.72, 42.36
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_006_S_4960_MR_MPRAGE_br_raw_20131106151832149_144_S205571_I397512.nii.gzConfidences: 91.59,  0.85,  7.56
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_1279_MR_Axial_PD_T2_FSE__br_raw_20090302170342091_1_S63786_I137465.nii.gzConfidences: 14.74,  0.92, 84.34
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20071016100149554_109_S41526_I77848.nii.gzConfidences: 21.75,  0.59, 77.66
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_031_S_0351_MR_FSE_PD_T2__br_raw_20071112153256360_1_S42553_I81689.nii.gzConfidences:  1.39,  0.01, 98.61
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4024_MR_MPRAGE_br_raw_20111031124445941_133_S127381_I263857.nii.gzConfidences: 53.02, 44.60,  2.39
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_2360_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130529140001459_6_S190885_I374389.nii.gzConfidences:  6.78, 80.16, 13.06
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1397_MR_Axial_STRAIGHT_PD_T2_FSE_br_raw_20071120143308278_1_S42908_I82871.nii.gzConfidences: 15.61,  1.04, 83.35
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_0606_MR_Axial_PD_T2_FSE__br_raw_20070730122103848_97_S36582_I62815.nii.gzConfidences:  2.76,  0.20, 97.04
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_4891_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130827154228021_36_S199424_I387643.nii.gzConfidences:  2.39, 94.48,  3.12
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_011_S_0856_MR_MPRAGE_br_raw_20081002093141309_1_S56926_I118964.nii.gzConfidences: 92.40,  4.91,  2.70
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_133_S_0488_MR_Axial_PD_T2_FSE__br_raw_20060517180448528_1_S14607_I15517.nii.gzConfidences: 10.59,  0.07, 89.33
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_037_S_4028_MR_MPRAGE_br_raw_20111121135742602_98_S130260_I267802.nii.gzConfidences: 68.34, 29.85,  1.81
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_002_S_2073_MR_MPRAGE_br_raw_20120206144016410_22_S123040_I257483.nii.gzConfidences: 89.23,  6.87,  3.90
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_133_S_0727_MR_Axial_PD_T2_FSE__br_raw_20070920125441950_1_S39526_I73854.nii.gzConfidences:  9.39,  0.29, 90.32
